datetime,c2.82c,c3.16c,c3.55c,c3.98c,c4.47c,c5.01c,c5.62c,c6.31c,c7.08c,c7.94c,c8.91c,c10.0c,c11.2c,c12.6c,c14.1c,c15.8c,c17.8c,c20.0c,c22.4c,c25.1c,c28.2c,c31.6c,c35.5c,c39.8c,c44.7c,c50.1c,c56.2c,c63.1c,c70.8c,c79.4c,c89.1c,c100.0c,c112.0c,c126.0c,c141.0c,c158.0c,c178.0c,c200.0c,c224.0c,c251.0c,c282.0c,c316.0c,c355.0c,c398.0c,c447.0c,c501.0c,c562.0c,c631.0c,c708.0c,c794.0c,c891.0c,c1000.0c
2016-08-16 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8513053945862663,2.1075558249566044,0.8448456509243358,0.941444447205848,3.111405173390742,4.679644770833491,6.309994471740614,8.195695444144548,8.365529654505249,11.413555440032408,11.462526682811816,11.304986736583515,11.863796687810028,11.061978311970275,7.883381633404744,6.045157668829885,5.068308091515281,4.366990810393967,3.440956638157262,2.3654510099425017,1.7014136853587216,1.241531366790659,0.8338899859719793,0.476756387117844,0.3143517402723602,0.1854451891183899,0.0981590204369673,0.0454313983534976,0.0188004165936798,0.0072194324822233,0.0022310357759555,0.0006441793062529,0.0001116287912763,3.87087365704537e-05,1.6983371830731146e-05,4.402068588278933e-06,1.7235490502641078e-06,4.371157500643918e-06
2016-08-16 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7928638204747177,1.581519148605295,1.4159187996916054,1.348429591505573,1.841689420946354,1.5505156935145807,0.0084504551128764,0.4216820611810549,0.6675511055071155,2.29327736857301,3.2740420906131265,3.4718091441916776,4.115102971657795,4.819233075595571,6.8123696901346555,8.187959745169838,10.198135044227929,11.37165065658568,10.338852930386526,7.731708545268317,6.001633364372082,5.0485128892464886,4.056833262135433,3.4255425489940583,2.3794845002162415,1.8874310256256657,1.4435442504514513,1.043542897519868,0.6451375310106879,0.4321646099266307,0.2543165638071706,0.1276726051917765,0.0549627624818945,0.0184253944132698,0.0059231905112293,0.0015809210363212,0.0004092834730166,0.0001586778168743,3.4436578478099834e-05,1.8938065953144883e-05,7.077524571084921e-06,1.0860560017433049e-08,2.9152963293094812e-08
2016-08-16 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.414529040870426,1.343998977818364,0.6433514486632987,0.0,0.0184693016285675,1.3069976469312232,1.8387238664384848,2.131816148340011,2.009595157663561,2.542372286450488,5.048885036367416,6.7666404380263625,8.744828370920596,8.766809531877005,9.589871919765118,10.289587702051133,9.075995021950236,6.108353264477211,4.012877398939044,2.76336127363467,1.9498357842750351,1.5761695980054893,1.2074051721189183,0.9208120663432512,0.7559882550834391,0.5424444668008293,0.3692017822520325,0.208715536601233,0.1002014027812856,0.038469684821201,0.0125064256944623,0.0035914699786656,0.0009721399937031,0.0002329275150049,6.171727018905416e-05,2.357712602350223e-05,9.08583191973694e-06,3.2641963183501816e-06,9.03640964256424e-07,1.0060540634602297e-07,2.547792663924554e-07
2016-08-16 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.411003542450012,0.6580676706474998,0.6416898056697915,1.5616435113435847,2.053284899332409,2.707396426308492,3.305984156497548,3.918350963280628,4.344993577671687,4.629974488686161,6.859701724983792,9.33368620080728,13.493819352533238,13.65705112945377,13.322709219861844,13.243073523114552,11.5832515689123,9.591584543917133,6.745569226299798,3.9418477296246106,2.650064594429667,1.8980227999334236,1.6199860767431618,1.4755830448728415,1.2444226240641831,0.873433686166367,0.5786680098949966,0.2946483879896823,0.1301630080168294,0.0486607833884585,0.014446431317126,0.0038324865469678,0.0011384396669049,0.000313793035709,6.4912149271902e-05,1.7054243269787415e-05,1.5450755724849042e-05,6.132920981117665e-06,1.1800716622569244e-06,9.693986178345146e-07,1.568513265720689e-06
2016-08-17 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.5053097383883849,3.2622553937450776,2.933546051190933,1.802386696424788,2.574459271233524,5.774052021467721,8.105454941246732,9.473805500302834,11.02774702739503,16.36104250796458,19.751741216823028,20.04013902723031,20.33405014849918,22.50771691638577,25.16839256596253,34.79497244335104,43.62468715513417,46.142781082972576,56.76763403298454,65.5717738885348,70.9417424866791,73.0256626584898,60.7122343437442,42.34588732940734,28.604282397671653,22.238412651358033,21.364326056525577,18.24640693825275,16.009229374919748,13.266673810816355,10.043030502861852,6.468600513849987,3.070943523295958,1.2549302438710492,0.4476552379051279,0.1449205231918004,0.0413520275063403,0.0146560965294419,0.0039689422128341,0.0004382001523443,0.0005764531395311,0.0001465262983153,0.0001060456812452,2.716646919105213e-05,2.38718281002061e-06,4.720152305966445e-06
2016-08-17 13:00:00,0.0,0.0,0.0,0.0,0.0502597359217965,0.2240807526911489,0.7843760232581497,3.339464784649147,3.5395612629829913,3.2092488132236436,0.3884461688455721,2.824402206917509,5.504529491037102,10.194464699208485,9.35145524022016,10.098377091491804,22.576812441421843,24.400556304283175,18.29544723234932,14.713030384279437,17.051677678437613,23.009956401835495,31.84089442233548,41.78294167819195,55.00321956760611,65.67435652145647,71.92475487473146,74.7443961598693,63.48815893603983,45.733658952273345,30.48021320983168,20.970274030944623,19.868860469069777,19.533643902339396,17.544715562647657,14.392144822742436,10.748245301715848,7.052460188326785,3.5654961626796173,1.6487991956288677,0.6102904561259159,0.1667915428303847,0.0502234392021526,0.0198040738199549,0.0065225279608634,0.0017367729043984,0.0001891744264017,0.0005996858668309,0.0001363695906064,7.785867297211758e-06,0.0,0.0
2016-08-17 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.3758468282213305,1.175470212961511,5.770934931826536,7.59156103595494,5.905212080434118,4.059701768565048,2.94293193900444,3.968302611287676,7.450045747675983,12.103952761157853,11.882337781897789,7.9859798783157165,7.71057978911352,9.507928684397042,11.724293121532408,13.175524528980342,13.7523868444367,14.969936405386925,14.741260971817756,14.227937612694848,13.432287366290744,12.083727178793325,9.004834529227221,6.010312799831946,3.9957049420650006,2.6606014017246724,2.0396564338331835,1.4691028943569433,1.0097548052898426,0.6489675284762495,0.3938327807811846,0.1930440420588416,0.0912308040661668,0.036320584199456,0.011848526091775,0.0038095030732536,0.0015635195640363,0.0006061236372655,0.0002139086761179,5.005667665449723e-05,3.914041104867262e-06,7.394515136771832e-06,5.075927551751748e-06,1.7311880738120758e-06,0.0,0.0
2016-08-17 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192330016974351,0.269607433795719,0.948376589192102,0.7029783375388281,0.7492016299060966,2.5112861127539516,4.249591834770674,5.342772597471327,7.178693679864686,4.246179073455606,4.0087190748263986,4.6837245771100475,5.917036078077934,7.929250261574058,11.645482867958938,14.42055267658804,15.002948301786116,17.591068311665406,20.356040463782183,22.601566337307197,23.1455325002079,19.08361242343136,14.2145321245619,10.926592781181984,9.500873970936285,8.635809057619623,6.863867284441223,5.2216836100383395,3.7514173656529617,2.568403507592297,1.4508182221714827,0.7908563317271987,0.3628685611545955,0.1333158431630956,0.0521175686472561,0.0186661721104854,0.0075327200797434,0.0027015225249281,0.0004261136282247,0.0001551972194054,0.0002537619793102,0.0001750287176458,6.36685756013916e-05,2.2622879095171496e-06,6.736975433689151e-06
2016-08-17 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.200685959263007,0.5017648494728757,0.2485053583960956,0.8263875813153305,1.741389513823786,9.551600693886028,15.153765382097689,10.569292657792715,16.445605450706935,23.767778508651144,27.52863906663676,31.856281604421756,38.22217940658989,39.916969155628045,33.95109803682669,23.442275433400997,14.339510390455509,11.58191620468599,8.566157682063212,6.534144056306111,5.236441238493513,4.394976635327671,3.059341201370971,1.8235575486423443,1.0349573885212011,0.5816730052503535,0.3468219475931408,0.1796684501299476,0.0945933038102994,0.0480059926279664,0.0229189058649556,0.0092445414061749,0.0035372766900028,0.0011608239511636,0.0003233459302359,8.845294152798086e-05,2.075710244236372e-05,6.805009966593635e-06,2.503221059922687e-06,6.966634791701251e-07,8.79188986654259e-08,5.697353801010244e-09,3.0032287136224092e-09,1.170971132794631e-09,4.1165021600545675e-10,8.819564124235182e-10
2016-08-17 21:00:00,0.0,0.0,0.0,0.0,0.0927764431291711,0.4136018155953014,0.3535473474242989,0.4994240213599321,0.2463325634731121,1.902326625299127,2.9994740068302965,3.913579379297614,6.993349085519943,11.342739027505974,10.029708960231678,8.09380161253916,17.069336160371545,20.34178893608645,17.772977247129827,25.52159975622309,27.617118998728458,31.584774005844835,33.21063379733322,24.92170791808823,19.09848737853689,13.306825976805214,10.05233385182667,9.59966940398797,8.481274438821861,5.785766411928138,3.577569121659418,2.2067197311242723,1.3959875883520392,0.8245263252718414,0.4835948513734234,0.2726729959013474,0.1484429804928873,0.0659691373543808,0.0276263564712598,0.0102544424844158,0.0033635911282183,0.000966010373707,0.0002206763814998,9.082820436725152e-05,3.53429826193795e-05,9.367717203324596e-06,9.550989644076429e-07,2.32400285112199e-06,5.537988216966126e-07,1.0861833309302753e-07,6.036633426133102e-08,1.0346249148610413e-07
2016-08-17 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097274015609123,0.0870717842010617,0.2351782321160991,0.3849686015518312,1.8801939109058416,5.639212460860881,12.341064808898174,19.233167743371418,27.665855285602536,57.094069322735955,78.40462172347912,83.96761808273264,90.78764008501224,80.76301369606495,65.30000261556529,56.5577130429674,50.36041776396274,41.84362690069637,33.19149603800156,25.745595361660104,21.685103383153983,19.337778998909258,14.332999736893743,9.207498489524692,5.571687388235828,3.3761609751074877,1.9586317617870428,1.1038940457630697,0.6033318736344339,0.3173692340828082,0.1376687004610352,0.0567897617901158,0.0203985147278929,0.0063682700846827,0.0017739320611381,0.0004692087875039,0.0001514803662888,4.712530596301547e-05,1.8760990399153927e-05,8.978934119586134e-06,2.0712505448097823e-06,1.0520654652983725e-06,3.21354179105019e-07,7.08584161344712e-08,7.02389779820438e-08
2016-08-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574576280478922,1.825375410435151,2.7477682598193036,2.37439917657647,3.977856645917427,8.919409668707475,9.775469995420266,26.20565000219608,36.9379488874785,53.58604260791104,61.222317216802146,61.34603832574581,48.41444591722006,42.21643599282386,37.630080342129666,36.50500019038756,32.833234346112704,23.597310431846555,15.78912123376544,12.14005755506084,9.116714765895122,7.903138931554111,5.887005265898775,3.8104270294347167,2.139910889245936,1.2152625470048335,0.6802144979815176,0.3695311657661276,0.1965247875744202,0.0993261534616491,0.0458504984131525,0.0189792771059072,0.0069722067080536,0.0020839621502581,0.000510127460297,0.0001586590679361,4.538526703574036e-05,1.4837173775866335e-05,6.661568666313989e-06,1.7420237000959718e-06,5.671895062367174e-07,3.076690837246975e-07,1.1400782306526766e-07,4.291895291866981e-08,6.558610943839311e-08
2016-08-18 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3868138274210975,1.29466489310013,1.4257460416058167,1.863639128134933,10.478409628667954,13.846061626111156,16.527857783019513,30.268234212670983,40.02574751260721,41.841341606592856,38.72752400717992,33.70946783510452,27.905349617880024,24.080542923143053,24.486801613521145,17.42021762642695,11.132601438767836,8.499465285288496,6.3893182117589316,5.1254180549754045,3.9014106722733857,2.558675491224987,1.476465151715022,0.8272012500086201,0.4536225467426482,0.2455382034404312,0.1304425330199772,0.0696653761202633,0.0300489132619739,0.0128410958763693,0.0046658319025408,0.0013815651402918,0.0003796462568091,9.01974618425497e-05,2.6307229964440425e-05,6.593791170596393e-06,2.5626543314055514e-06,1.3395017282624057e-06,4.899102021178046e-07,1.636414920213032e-07,1.826125257003377e-08,4.807188426848461e-09,1.2638317531666764e-08
