,Unnamed: 0,datetime,NRMSE,predicted_CCN1,predicted_CCN2,inorg_density,Predicted_CCN,f_org1,f_AS1,f_BC1,f_org2,f_AS2,f_BC2,k1,k2,mass_aitken,mass_accumulation
10,10.0,2016-08-17 23:00:00,0.0428051569861812,"[2.91976313e-02 6.58832323e-01 3.02530664e+00 1.57977611e+01
 8.70857374e+01]",[141.14603426 380.7650872  549.79177875 724.55751058 848.23940367],1762.0062780919598,[141.1752319  381.42391952 552.81708539 740.35527171 935.32514111],0.9315806096406978,0.0132034727054279,0.0552159176538742,0.7641374863524055,0.1806465959937202,0.0552159176538742,0.1199849075882276,0.1936029755930011,0.038333220147349,3.986492742364287
11,11.0,2016-08-18 01:00:00,0.0491600756132508,"[4.98207734e-02 9.78775429e-01 4.10353440e+00 1.88706390e+01
 8.99694981e+01]",[141.84009306 377.93280254 541.46303846 710.51515026 828.69443814],1759.670883153993,[141.88991383 378.91157797 545.56657287 729.38578928 918.66393621],0.8242996605134487,0.1198986129394149,0.0558017265471364,0.7836227932637776,0.160575480189086,0.0558017265471364,0.1667162966617489,0.1849426352525794,0.0292161292145987,4.159564350969978
12,12.0,2016-08-18 03:00:00,0.0739179154144933,[  0.45239945   5.05287539  15.9282779   50.79723288 148.74877503],[132.72244538 295.40614635 388.61051853 470.55347482 517.431312  ],1762.4335988509245,[133.17484483 300.45902174 404.53879643 521.35070769 666.18008703],0.0227720731037865,0.9157272934862604,0.0615006334099531,0.7798423411133185,0.1586570254767285,0.061500633409953,0.5668353618360472,0.1830453284298716,0.0194806260652367,4.254536660599198
13,13.0,2016-08-18 05:00:00,0.0852110505062374,[ 0.23590164  2.66389961  8.34583473 26.928452   79.55709159],[135.7600644  294.25958984 382.33642726 459.47906167 501.1738382 ],1765.175580128896,[135.99596604 296.92348944 390.68226199 486.40751367 580.73092979],0.0433279167069419,0.9054000522485792,0.0512720310444788,0.6612774471258539,0.2874505218296673,0.0512720310444788,0.5587195898058301,0.2419114919897135,0.0106978045846533,3.456948910125177
14,14.0,2016-08-18 07:00:00,0.0690921504871099,[  0.76662709   7.66019787  21.65672709  64.13891766 172.74501759],[105.62006714 240.96506827 320.71000489 393.81309065 435.77449495],1765.204826769201,[106.38669423 248.62526614 342.36673198 457.9520083  608.51951254],0.9057477546036052,0.0378410982595574,0.0564111471368373,0.6582160589404881,0.2853727939226745,0.0564111471368373,0.1303263597804342,0.2404905019687557,0.1104353487881094,2.611188647943768
15,15.0,2016-08-18 09:00:00,0.0318520059114847,[ 13.51931693  67.83546354 137.3229655  252.55487615 403.11523113],[ 77.87242258 107.83004248 116.78782935 121.38219064 122.73113525],1764.843006698035,[ 91.39173951 175.66550602 254.11079485 373.93706679 525.84636638],0.7202085687845565,0.2219241927093945,0.0578672385060489,0.7200186033835821,0.2221141581103689,0.0578672385060489,0.2113937229485458,0.2114799367328568,0.4495070272973002,4.237872507512617
16,16.0,2016-08-18 11:00:00,0.0812606407182851,[ 19.10469671  83.65896965 152.86010214 264.91196893 392.22280252],[104.40601178 173.49952924 201.22997538 219.51280111 226.55731413],1765.745859971722,[123.51070849 257.15849889 354.09007752 484.42477004 618.78011665],0.904926511063182,0.042124470744916,0.052949018191902,0.674437406615784,0.272613575192314,0.052949018191902,0.1324870690256754,0.234743817437571,0.886910682895259,3.640717052807586
17,17.0,2016-08-18 13:00:00,0.0833982560114733,[ 18.33620259  86.98463651 165.24509656 300.19765607 464.71911365],[130.41933058 222.73446582 261.40805353 286.90140682 297.20869598],1765.4771673559685,[148.75553317 309.71910233 426.65315009 587.09906289 761.92780963],0.1401157776527954,0.8163067759991803,0.0435774463480242,0.7267802444611482,0.2296423091908277,0.0435774463480242,0.5089830439443167,0.2160384071686412,0.2365260086791717,4.781163942880813
18,18.0,2016-08-18 15:00:00,0.0665586220110084,[  7.94131362  53.45990669 122.43086504 278.34686312 547.84955601],[179.52070082 305.33204203 357.52171338 392.50490129 406.40920022],1764.7104619811882,[187.46201445 358.79194872 479.95257841 670.85176441 954.25875623],0.6121274285819978,0.3309452107093776,0.0569273607086246,0.6822238613926798,0.2608487778986956,0.0569273607086245,0.2618586151196809,0.2292895410385659,0.2947015296524649,6.247356562127043
19,19.0,2016-08-18 17:00:00,0.0395630390822071,[  4.21298585  30.45229069  72.57662794 166.99094049 342.62923666],[165.15632171 356.7483124  463.91021922 555.5941216  604.94875143],1765.8943260082851,[169.36930756 387.20060309 536.48684716 722.58506209 947.57798809],0.4427647933795975,0.4984960094419293,0.0587391971784731,0.676559088627583,0.2647017141939439,0.0587391971784731,0.3419540962143069,0.230550567532064,0.1306627348918048,4.435194623668999
20,20.0,2016-08-18 19:00:00,0.027114905204524,[  5.76856511  32.16022675  67.18132094 133.28577354 230.92062274],[178.44337373 339.43191912 416.81602425 475.03096293 501.82712263],1765.1943585535166,[184.21193885 371.59214587 483.9973452  608.31673647 732.74774537],0.776406936870594,0.1592418186309436,0.0643512444984623,0.6758166736112726,0.2598320818902651,0.0643512444984623,0.1825430958612416,0.2280180622764322,0.241529083856448,5.433191988347302
21,21.0,2016-08-18 21:00:00,0.0378454397907989,[ 17.16912544  82.20404628 156.41649084 278.81739012 432.9554556 ],[139.28503847 209.31513182 233.48413422 247.61100006 252.3007243 ],1766.1659592166504,[156.45416391 291.5191781  389.90062506 526.42839019 685.2561799 ],0.4181924029256786,0.5194808613700154,0.0623267357043059,0.6642834796529323,0.2733897846427617,0.0623267357043059,0.3519582824845236,0.2341416999926101,0.3243009441057038,5.85712174638665
22,22.0,2016-08-18 23:00:00,0.0226537865420658,[  0.65043307   7.71729708  24.17000726  79.37088641 243.6405188 ],[145.03312295 277.61996856 341.89453458 390.50089786 413.05713553],1764.8847123812666,[145.68355603 285.33726564 366.06454184 469.87178427 656.69765434],0.8848468881283229,0.0547964366848512,0.0603566751868258,0.6816810720309313,0.2579622527822429,0.0603566751868258,0.13722860447709,0.2276067090373174,0.1266949960870427,4.389302851114884
23,23.0,2016-08-19 01:00:00,0.0235367060932267,[  8.20728923  45.47532184  96.33737673 192.33481014 331.39644337],[146.06354855 250.51158837 294.53618204 323.9725167  335.83540245],1764.0600278956297,[154.27083778 295.9869102  390.87355877 516.30732684 667.23184582],0.9295762433230422,0.0098484253722034,0.0605753313047543,0.688605055672709,0.2508196130225366,0.0605753313047543,0.1179727566412383,0.2245421967974266,0.5312352000784065,5.106024617761811
24,24.0,2016-08-19 03:00:00,0.0484613307323956,[ 13.3539508   60.35552601 112.67411735 196.506941   294.39552894],[149.98239152 255.13647821 299.07004974 327.92859783 339.48345792],1764.5756173414793,[163.33634232 315.49200421 411.74416709 524.43553883 633.87898687],0.8763827675526595,0.0640879111793849,0.0595293212679556,0.6984952571378416,0.2419754215942028,0.0595293212679556,0.1413446000951791,0.2204439623397384,0.5979311354194823,5.400418704561371
25,25.0,2016-08-19 05:00:00,0.0753572852640356,[ 40.87154743 147.91628928 243.99734155 370.5995069  486.97227856],[169.77714284 283.19916088 328.9849831  359.27374307 371.00815507],1765.632388613784,[210.64869027 431.11545016 572.98232465 729.87324996 857.98043364],0.2176037719871593,0.727574152467126,0.0548220755457147,0.6734776545612605,0.2717002698930246,0.0548220755457147,0.4601674404837708,0.234192220462673,0.514082698523832,5.981639400652767
26,26.0,2016-08-19 07:00:00,0.0171597401956151,[ 35.12142391 146.22755844 259.47030265 421.18542291 591.6838258 ],[191.79278776 305.26411093 347.59912318 374.07464853 383.54587121],1767.763000018116,[226.91421167 451.49166937 607.06942583 795.26007144 975.22969702],0.2550668506590379,0.6988822935393546,0.0460508558016074,0.5755286695259455,0.378420474672447,0.0460508558016073,0.4438239567928195,0.28394803490013,0.497664288463881,6.265479198157229
27,27.0,2016-08-19 09:00:00,0.0688332219736638,[ 72.48848007 236.42582869 376.11533389 550.15737437 696.34673338],[232.00528113 422.28766971 508.83322408 570.94647295 597.97625987],1766.0319515226404,[ 304.49376121  658.71349841  884.94855798 1121.10384732 1294.32299326],0.015816633244531,0.9169652930298092,0.0672180737256596,0.6733902486189709,0.2593916776553694,0.0672180737256596,0.563844252652803,0.2273162727847361,0.7227950641864888,7.534223970346288
28,28.0,2016-08-19 11:00:00,0.0662620076099906,[ 15.72837565  75.66802525 145.35185608 267.65732671 418.86412109],[ 258.85118463  591.54412791  785.37108738  966.20354989 1069.25094583],1766.49097372335,[ 274.57956029  667.21215316  930.72294346 1233.8608766  1488.11506693],0.0878683774192672,0.8454877616033397,0.0666438609773931,0.6162281007652409,0.3171280382573658,0.0666438609773931,0.5231323075533634,0.2539173217894622,0.2039955915865276,6.13376963819679
29,29.0,2016-08-19 13:00:00,0.0455978529555635,[  8.84578457  53.53643826 115.27704063 242.80685335 440.27597541],[265.15741914 533.00516654 668.8608672  776.8189425  829.59964562],1767.592214454777,[ 274.00320371  586.5416048   784.13790783 1019.62579585 1269.87562103],0.1511764972572593,0.8008885479896841,0.0479349547530564,0.55859188231362,0.3934731629333236,0.0479349547530564,0.4985010885853698,0.2910070583036038,0.152062982382637,6.259122592560688
30,30.0,2016-08-19 15:00:00,0.0266654082978001,"[1.19340062e-01 1.94845607e+00 7.35077037e+00 2.97128124e+01
 1.20270419e+02]",[ 232.10296923  605.6813864   856.06275076 1119.50063718 1292.55871778],1767.1333902812084,[ 232.22230929  607.62984247  863.41352113 1149.21344957 1412.82913662],0.802097555119272,0.1274316604613392,0.0704707844193887,0.5907682823909537,0.3387609331896575,0.0704707844193887,0.1675844425044661,0.2634750160455883,0.0424850728460866,5.027110025102042
31,31.0,2016-08-19 17:00:00,0.0403378080557965,"[1.04201951e-02 2.38753406e-01 1.10540744e+00 5.33111961e+00
 2.85998855e+01]",[ 264.0801762   883.1014265  1410.53063246 2089.8142649  2671.96041847],1766.9056328906424,[ 264.0905964   883.34017991 1411.6360399  2095.14538451 2700.560304  ],0.3353987039017633,0.6107938858548216,0.0538074102434151,0.5915818983840955,0.3546106913724894,0.0538074102434151,0.3982183433632292,0.2724175816307503,0.0040913555689708,5.491526379571225
32,32.0,2016-08-19 19:00:00,0.198918804120621,"[6.67499917e-04 2.79727812e-02 1.89300619e-01 1.43956963e+00
 1.33185728e+01]",[ 153.23458733  634.82006457 1134.14722445 1898.499252   2725.84266974],1766.0881378136746,[ 153.23525483  634.84803735 1134.33652507 1899.93882163 2739.16124251],0.8680174183792395,0.0867498450075552,0.0452327366132051,0.6610433682349242,0.2937238951518708,0.0452327366132051,0.1524487540712408,0.2450446650557917,0.0058603535116261,3.755244128799991
33,33.0,2016-08-19 21:00:00,0.069287634888796,[  6.99293344  60.38416048 159.22272391 401.25373536 909.07244653],[ 215.51691992  733.28246482 1185.36424977 1774.08915194 2295.69862074],1766.4481759386554,[ 222.50985335  793.66662529 1344.58697368 2175.3428873  3204.77106727],0.255368279797995,0.6967479557552967,0.0478837644467083,0.6610934695665737,0.2910227659867179,0.0478837644467083,0.4435811565840796,0.2434493721363345,0.2206828167909797,4.925896036867026
34,,2016-08-19 23:00:00,,,,,,,,,,,,,,,
35,35.0,2016-08-20 01:00:00,0.0394661257493284,[151.70097698 316.55059464 400.82334184 468.41299932 503.01671842],[  80.14922563  349.53523076  650.25896668 1120.6414442  1657.89625985],1763.8166043306585,[ 231.85020261  666.0858254  1051.08230852 1589.05444352 2160.91297828],0.2532572664028775,0.6904807803561371,0.0562619532409854,0.9353727464220166,0.0083653003369979,0.0562619532409854,0.441743186119993,0.1177879661905138,2.296397354520041,4.214534357892884
36,36.0,2016-08-20 03:00:00,0.0836035563856654,[ 147.68988708  523.46323406  867.20649827 1313.69741865 1735.30992316],[ 77.56584317 124.38799035 141.93581458 153.03298746 157.16675355],1758.0446616083818,[ 225.25573025  647.85122442 1009.14231284 1466.73040611 1892.47667671],0.7759934468615242,0.175609556737713,0.0483969964007628,0.8298180741763065,0.1217849294229307,0.0483969964007627,0.1927503659619289,0.1684957288136271,4.2151854024563935,3.8027957973867488
37,37.0,2016-08-20 05:00:00,0.0425186883113906,[ 35.0759528  168.49235981 326.26241435 583.89470687 902.27193404],[236.88009301 514.91924233 673.15255216 806.09437929 878.53607097],1758.8503567982443,[ 271.95604581  683.41160214  999.41496651 1389.98908615 1780.80800501],0.8560404363964091,0.0840464947311232,0.0599130688724676,0.7009018833806259,0.2391850477469064,0.0599130688724675,0.1505070680393317,0.2206616304825371,1.5467556503190725,6.574627801527795
38,38.0,2016-08-20 07:00:00,0.0585526355684718,[ 191.08227758  554.73688082  830.98149672 1130.04774709 1352.17868873],[165.81750846 281.7929681  330.18098163 361.92501629 374.62069864],1763.183691018677,[ 356.89978604  836.52984891 1161.16247835 1491.97276339 1726.79938736],0.5281275638344994,0.4119924597177078,0.0598799764477927,0.6990768876147021,0.2410431359375051,0.0598799764477927,0.3008932388623483,0.220360366097164,3.6045071206371055,6.061039345699097
39,39.0,2016-08-20 09:00:00,0.0774665838955105,[117.39415068 335.14775904 495.56335701 676.65300897 809.90958203],[286.62926801 445.87823994 503.36816305 538.76773879 550.86892992],1765.4454572409486,[ 404.02341869  781.02599899  998.93152005 1215.42074776 1360.77851195],0.6330832753093315,0.2991780495496366,0.0677386751410318,0.5783333527114004,0.3539279721475678,0.0677386751410318,0.2458219586324073,0.2715021642356234,2.6506240713791454,10.04594638673824
40,40.0,2016-08-20 11:00:00,0.1521082552020134,[188.55573506 421.12214487 555.55147611 675.93875996 742.56108833],[43.13926839 43.23032675 43.23431651 43.23486446 43.23489422],1766.23254817347,[231.69500345 464.35247162 598.78579262 719.17362442 785.79598255],0.0090081585154869,0.9135400085539384,0.0774518329305747,0.6649383608282227,0.2576098062412026,0.0774518329305747,0.5612820228729434,0.2255207114083048,2.093335519009341,15.885919210646
41,41.0,2016-08-20 13:00:00,0.06114527648228,[ 24.88907842 121.94231419 236.83018736 435.56686297 687.16494645],[ 97.25228881 111.15476735 113.75166264 114.72632408 114.90581332],1765.3619076819884,[122.14136724 233.09708154 350.58185    550.29318706 802.07075977],0.8403372358603584,0.0648970295911086,0.094765734548533,0.5865676397049886,0.3186666257464783,0.094765734548533,0.1380842205488264,0.2526031828495274,1.2334380694452332,8.61923246783636
42,42.0,2016-08-20 15:00:00,0.0573658891536769,[ 45.49168876 181.69809275 315.6745725  502.06600761 698.33330151],[113.76001018 142.86828602 149.95352364 153.18887975 153.95839585],1765.9747126939792,[159.25169895 324.56637876 465.62809613 655.25488735 852.29169736],0.3357993888531239,0.6035507650524041,0.060649846094472,0.6402204523239955,0.2991297015815323,0.060649846094472,0.3946704931973493,0.246241768679384,0.6976196030546398,7.173168282272174
43,43.0,2016-08-20 17:00:00,0.0992432677270715,"[1.78789099e-03 5.25073496e-02 2.92906813e-01 1.74236640e+00
 1.16189956e+01]",[ 85.30895678 288.36078218 470.83193341 695.79659437 893.64238939],1764.7920624533774,[ 85.31074467 288.41328953 471.12484022 697.53896076 905.26138503],0.4736884007972452,0.4433809665887798,0.0829306326139748,0.6682330010275136,0.2488363663585114,0.0829306326139749,0.3135775606453198,0.2214072977717805,0.0021018904081216,2.161446663508088
44,44.0,2016-08-20 19:00:00,0.0517884054572136,"[2.53107897e-02 5.33168604e-01 2.40081638e+00 1.09463994e+01
 5.33790534e+01]",[127.49515427 369.31226028 556.34208017 759.04702075 910.88357736],1765.2843209744258,[127.52046506 369.84542889 558.74289655 769.99342016 964.26263079],0.2690493700916296,0.6400742504132169,0.0908763794951535,0.6591422165299131,0.2499814039749334,0.0908763794951535,0.4120500485603691,0.2210735943543012,0.0072995526516826,3.2046620830721704
45,45.0,2016-08-20 21:00:00,0.0248103282475994,"[9.73479085e-02 1.74853458e+00 7.04962801e+00 3.17427314e+01
 1.40418841e+02]",[ 123.46434985  380.12377844  587.07294477  825.2652201  1018.764457  ],1763.2237548477078,[ 123.56169776  381.87231302  594.12257278  857.00795155 1159.18329837],0.034914115341355,0.8908334786365699,0.074252406022075,0.7318349867781917,0.1939126071997333,0.074252406022075,0.5513357779580298,0.1975575189730226,0.0144712334054857,3.410821287130566
46,46.0,2016-08-20 23:00:00,0.0421620702915544,[  0.55540942   6.20206077  19.11110489  56.88135512 161.65523412],[118.04033156 363.67341894 559.89560931 789.10959205 976.27872257],1761.347026990249,[ 118.59574098  369.87547971  579.00671419  845.99094718 1137.93395668],0.2735998688102536,0.6255683043521427,0.1008318268376035,0.7231600343731713,0.1760081387892251,0.1008318268376035,0.4065443221379498,0.1873225520706852,0.031370393116504,3.4146398843352035
47,,2016-08-21 01:00:00,,,,,,,,,,,,,,,
48,48.0,2016-08-21 03:00:00,0.0555319726810085,[  8.75183627  56.74689279 129.04859737 287.23223661 549.97410473],[100.72390915 195.05249411 240.81863236 276.14390694 293.2256745 ],1755.9929067927924,[109.47574542 251.7993869  369.86722973 563.37614355 843.19977923],0.0262910988817427,0.8736669718801637,0.1000419292380935,0.7430285063827287,0.1569295643791777,0.1000419292380936,0.5471723086562108,0.1797169905914938,0.1485249989846281,3.709129898583655
49,49.0,2016-08-21 07:00:00,0.0698038716519967,[  9.03858269  32.83953459  55.14221631  84.62587875 113.12101299],[155.42622455 336.52678993 439.03840421 525.1555686  571.74494119],1764.3684994101047,[164.46480724 369.36632453 494.18062052 609.78144735 684.86595418],0.7329477739869925,0.1890610960382281,0.0779911299747793,0.6727270931940287,0.2492817768311921,0.0779911299747793,0.1947691723338589,0.222177844075126,0.2635237880128202,4.335862433373526
50,50.0,2016-08-21 09:00:00,0.0651869814729555,[ 64.76736535 172.16837073 246.05126379 324.64432492 377.24859245],[175.52882617 418.49185885 569.68156673 709.31996698 795.23113895],1764.6915452945473,[ 240.29619152  590.66022958  815.73283052 1033.96429191 1172.4797314 ],0.0710798540443499,0.8792451666099403,0.0496749793457096,0.7608208514975765,0.1895041691567137,0.0496749793457097,0.5444427861290017,0.1975517922971507,0.6688696352710417,5.163676199583633
51,51.0,2016-08-21 11:00:00,0.1075200836967675,[101.91255647 291.30126048 429.15852826 586.35344266 700.23281571],[ 91.99241996 280.8446211  429.31049976 600.53828619 735.55451463],1766.6968802514125,[ 193.90497643  572.14588159  858.46902802 1186.89172885 1435.78733034],0.1144779559345649,0.8295224371098955,0.0559996069555394,0.8385787431569843,0.1054216498874761,0.0559996069555395,0.5145988616698144,0.1594336065012917,1.098596858152186,3.167003162079216
52,52.0,2016-08-21 13:00:00,0.0640287123431642,"[2.04692975e-03 7.09159949e-02 4.29439829e-01 2.84896100e+00
 2.19707637e+01]",[ 283.74976189  736.91517238 1040.92097883 1356.79983765 1566.46972417],1766.6515166913412,[ 283.75180882  736.98608838 1041.35041866 1359.64879865 1588.44048792],0.8673004564531243,0.0832500214869969,0.0494495220598788,0.6547921605761383,0.295758317363983,0.0494495220598788,0.1504637780328853,0.2454331506623069,0.0086371300069166,6.48058192355242
53,53.0,2016-08-21 15:00:00,0.0944848628428316,"[2.09702069e-02 4.71043933e-01 2.07186370e+00 1.07426088e+01
 5.86028869e+01]",[ 347.42988634  886.55967621 1244.42191942 1607.30640588 1843.79001489],1766.4036538490354,[ 347.45085654  887.03072015 1246.49378312 1618.04901469 1902.39290182],0.9005331040064892,0.047606099447813,0.0518607965456978,0.6632894935229318,0.2848497099313705,0.0518607965456978,0.1349100806706621,0.2402686501987274,0.0234745417948788,8.157036293668305
54,54.0,2016-08-21 17:00:00,0.0804818469622195,"[8.92958434e-02 1.51447446e+00 6.10149413e+00 2.55826866e+01
 1.06643517e+02]",[ 398.2381315   980.53044591 1351.60342916 1717.74659169 1946.91370582],1766.2773169620357,[ 398.32742735  982.04492037 1357.70492328 1743.32927828 2053.55722322],0.681399879124294,0.2585535560412748,0.0600465648344311,0.6477936988457592,0.2921597363198094,0.0600465648344312,0.2275046496321364,0.2429661837104537,0.0270040843039133,9.392699941003317
55,55.0,2016-08-21 19:00:00,0.0545635307016748,"[3.48788555e-02 6.83899420e-01 2.83780272e+00 1.33108630e+01
 6.31156710e+01]",[ 493.51346411 1071.15686499 1390.24307671 1671.37178962 1820.72408371],1767.109011278281,[ 493.54834296 1071.84076441 1393.08087944 1684.68265265 1883.83975476],0.578612373866095,0.361224173040202,0.0601634530937029,0.5869662694682592,0.3528702774380378,0.0601634530937029,0.2749237790501853,0.2709861353114919,0.0130126084696979,11.504790259466006
56,56.0,2016-08-21 21:00:00,0.0210564899379246,[  0.51769706   6.65818279  22.16558701  75.82682292 248.28129853],[ 584.77442155 1069.7620623  1288.82397886 1448.47884153 1517.7059821 ],1767.153710447937,[ 585.29211861 1076.42024509 1310.98956588 1524.30566445 1765.98728063],0.8204987882779142,0.1170140868204078,0.0624871249016779,0.5561457565214291,0.381367118576893,0.0624871249016779,0.1637986533153013,0.2842523484494285,0.1036141080898856,15.54854036304774
57,57.0,2016-08-21 23:00:00,0.0548077824093626,[ 10.60625928  63.73713299 140.66145145 294.69810384 535.25460006],[ 621.12059877 1067.02962381 1252.34141894 1378.84859255 1429.2409815 ],1767.114476237086,[ 631.72685805 1130.7667568  1393.00287039 1673.54669639 1964.49558157],0.6711504457911782,0.2729706560861011,0.0558788981227207,0.5659877358636547,0.3781333660136247,0.0558788981227206,0.2342327743034655,0.2832766860080685,0.3889909187467703,17.973544071166838
58,58.0,2016-08-22 01:00:00,0.0565752175619695,[  4.74409959  34.21934525  81.50667109 193.74382441 403.55506018],[ 567.58879133 1035.96206474 1246.50776623 1403.55941346 1471.31967028],1766.09641077399,[ 572.33289092 1070.18140999 1328.01443732 1597.30323787 1874.87473045],0.917692702999364,0.0317207360901842,0.0505865609104519,0.6286117201977907,0.3208017188917574,0.0505865609104518,0.1282688254041394,0.2571502111013176,0.3961538457387578,16.194102380412016
59,59.0,2016-08-22 03:00:00,0.0516883862111071,[  1.9336409   17.92944     50.59978527 141.67898745 358.99757438],[ 554.54264202  934.10683014 1087.48740459 1192.33757293 1232.93057386],1766.0743934514308,[ 556.47628292  952.03627014 1138.08718986 1334.01656038 1591.92814824],0.9391440692783244,0.0080884828654186,0.0527674478562569,0.6279055998193331,0.31932695232441,0.0527674478562568,0.1180094642419877,0.2562834552209764,0.2737328317043377,17.701970759988193
60,60.0,2016-08-22 05:00:00,0.0384477807312585,[ 16.0329706   81.032289   160.29255006 302.60297071 490.18011461],[ 566.99278773  890.56529545 1009.04635876 1082.71715589 1108.33206354],1766.8453315790375,[ 583.02575832  971.59758445 1169.33890881 1385.32012661 1598.51217814],0.6417830050057162,0.3010636855372321,0.0571533094570517,0.5847658634637374,0.3580808270792107,0.0571533094570516,0.2471521427289658,0.2737970080923358,0.4575902880690097,19.41442826335261
61,61.0,2016-08-22 07:00:00,0.0571336942866952,[  0.99315568  11.67074496  36.14164218 119.43715696 368.12125669],[ 552.78702856  958.05528891 1128.52061952 1247.79664048 1295.37844492],1766.6044089691063,[ 553.78018424  969.72603387 1164.6622617  1367.23379744 1663.49970161],0.912239009803607,0.029722394283856,0.058038595912537,0.5914053326245167,0.3505560714629464,0.058038595912537,0.1266409511599604,0.2702718985673075,0.2094195841446976,16.341674628049592
