,datetime,M_BC1_mean,M_BC1_median,M_BC1_mode,M_BC1_std,M_BC1_rhat,M_BC1_25,M_BC1_75,M_BC1_skew,M_BC1_mad,M_BC1_n_chains,M_org1_mean,M_org1_median,M_org1_mode,M_org1_std,M_org1_rhat,M_org1_25,M_org1_75,M_org1_skew,M_org1_mad,M_org1_n_chains,D1_mean,D1_median,D1_mode,D1_std,D1_rhat,D1_25,D1_75,D1_skew,D1_mad,D1_n_chains,N1_mean,N1_median,N1_mode,N1_std,N1_rhat,N1_25,N1_75,N1_skew,N1_mad,N1_n_chains,D2_mean,D2_median,D2_mode,D2_std,D2_rhat,D2_25,D2_75,D2_skew,D2_mad,D2_n_chains,N2_mean,N2_median,N2_mode,N2_std,N2_rhat,N2_25,N2_75,N2_skew,N2_mad,N2_n_chains,season,NRMSE,Predicted_CCN,f_AS1,f_AS2,f_BC1,f_BC2,f_org1,f_org2,inorg_density,k1,k2,mass_accumulation,mass_aitken,predicted_CCN1,predicted_CCN2
0,2016-08-16 09:00:00,0.0126863896379629,0.0096996294458144,0.0070290374109089,0.010586423432357,1.0237880085075088,0.0045821122270236,0.0184679673342178,1.2230307490312236,0.0060237785382975,3.0,0.013429898620941,0.0108101194095089,0.0010296468298892,0.010906966909714,1.00432228745884,0.0044390015396626,0.0196240649957602,0.982170965196924,0.007022342415558,3.0,77.44379504434679,75.79802923560592,71.14324978101234,8.301401716405755,1.10287975064054,71.14324978101234,83.63442741804553,0.6766522302238626,5.860911149825569,3.0,36.38886058734825,36.34945140271754,27.62034245472367,10.64932016919159,1.118969604661224,27.62034245472367,44.21139072966891,0.2130996002472603,8.474149024272542,3.0,159.91204675700774,160.0429233275283,161.7048465874505,4.236129904532055,1.0272566192858232,156.94885392516187,163.01342754219274,-0.1400986121542739,3.0347607387778623,3.0,232.26331598799467,232.62210974901973,229.9620082621753,9.332554054148355,1.082729909031483,226.1267281066767,238.59047652933492,0.0520448831189468,6.125192142548997,3.0,1,,,,,,,,,,,,,,,
1,2016-08-16 11:00:00,0.0092945515271804,0.0072632572290544,0.0041622986913772,0.0079894179663693,1.0055793664057948,0.0030730883934095,0.0133983449889067,1.288271059719834,0.0048186594694178,5.0,0.011377272650315,0.0086207955941406,0.001814410409215,0.0098908062684774,1.0077447312594985,0.0035262126638653,0.0166338339393045,1.1652383275728493,0.0059001726991106,5.0,54.625072415947706,54.68087640602955,54.5625985575064,0.92796074550368,1.005908516278892,54.06366722651277,55.25244331930288,-0.7536097185726824,0.5937473486786544,5.0,107.2849991716391,106.543156506926,106.66093891588092,3.874141358857514,1.0119995763844942,105.74199734015215,107.74292253579362,3.3912260889420938,0.9562816263836852,5.0,169.97290905288105,170.29830349510672,170.3865798813769,2.161320153972393,1.003477559443874,169.28680827285945,171.07156252877502,-1.5119528175456491,0.8658372739988351,5.0,225.4368738999154,225.2641791365812,228.14151339975015,8.976713643292776,1.0085395720783277,219.2617301800527,230.65941622177377,0.5474207335358126,5.624015169463689,5.0,1,,,,,,,,,,,,,,,
2,2016-08-16 13:00:00,0.0280368289300636,0.0286913558781281,0.0265205041379329,0.0035762042346943,1.0992635389329763,0.0264580284181424,0.0306411212869593,-1.3968409093374323,0.0021233371670244,5.0,0.004742895235002,0.0041637266679781,0.0065364772596787,0.0036533833705796,1.080870041931696,0.0019282670282219,0.0066989839154486,1.2273596697826854,0.0023727505917005,5.0,46.50721698366342,46.506535292919565,46.50341317651185,0.0609464899022139,1.004370786900623,46.4970574047164,46.51762086744535,0.747087882777979,0.0101518342963586,5.0,97.69375750736488,97.68977101019084,98.0744855121996,2.269967246801755,1.053631681567965,96.8118476521715,98.54744423497486,0.1469307908187395,0.8716835958126126,5.0,193.6504636896969,193.4652211884144,192.7418692341228,1.803357942648156,1.0255863471993678,192.40161455254,194.69191661932425,0.7146466993274637,1.1097350072421364,5.0,182.947615449621,183.1058130601216,183.0249333381584,3.629661358482802,1.0272900256966582,180.6064484692544,185.37668126860484,-0.2442494979708731,2.3840722188796235,5.0,1,,,,,,,,,,,,,,,
3,2016-08-16 15:00:00,0.052168153917692,0.0523754225070789,0.0504529361868474,0.0024178331775596,1.4627429036886657,0.0504529361868474,0.0537225247907468,-0.4684284971434833,0.0014989624780567,4.0,0.0008254912733247,0.0006846853536964,0.0016138280238691,0.000653972114099,1.1268909204258144,0.0003207757673034,0.0011803085928662,1.2364582242560973,0.0004039993798181,4.0,46.8418006624949,46.85444563046063,46.73103376791275,0.6316837798195952,1.5029838775459263,46.483652090910056,47.30354677045317,-0.2483714439493657,0.3937140480340346,4.0,155.0290837838079,154.86780609120703,155.5589269394014,2.001159586961799,1.1605303156763913,154.04259346120486,155.62431164876364,1.5556861815887246,0.7677806339096946,4.0,259.0683505505328,258.7594059741715,256.64098005309614,2.3010179417955103,1.082556760417489,257.30316211949145,260.6192293249339,0.530703628140327,1.6205354299117405,4.0,98.164597838622,98.39077795219808,99.98554957992732,1.850056372270988,1.0800463863129033,96.89498078289056,99.5372892719285,-0.4210432723408748,1.315802933728108,4.0,1,,,,,,,,,,,,,,,
4,2016-08-17 11:00:00,0.0285039075724752,0.0243196786266365,0.0113107725411251,0.0219079578520875,1.0097857093854783,0.0107032896178337,0.0416391944692988,0.9901445711782244,0.0150515416185711,5.0,0.0301772277029673,0.024905411553137,0.0084001352468807,0.0229253813367448,1.012997424515224,0.0114331094221543,0.0450629530942943,0.8488555056470349,0.0156883196914165,5.0,60.75566065290889,60.88736178910449,60.79521081951896,1.2189633170875327,1.011617610025681,59.95706865554191,61.67592276065467,-0.4321670889920839,0.8458338541333035,5.0,517.0019400701805,516.9882735485755,501.8816359036461,15.706306254911336,1.0131921371613368,506.16926119188696,527.1636588022677,0.0199945055180206,10.534716685239689,5.0,169.4015726475858,169.34535471829244,169.3864561175303,1.770939722504283,1.0076112862809898,168.56450052195592,170.21022793697762,-0.1458726891742627,0.8209264930080451,5.0,250.8528683000704,250.05396279180044,249.70565851758045,4.553148368985546,1.0242557038163775,249.2455216654924,251.2859470730366,4.439144811761418,0.979328629671528,5.0,1,,,,,,,,,,,,,,,
5,2016-08-17 13:00:00,0.0221019777137249,0.0182676769408722,0.0425567811830591,0.0168293370310885,1.0095084888676131,0.0088559840839083,0.0326202122991908,0.98468371250292,0.0109907674190136,5.0,0.0229548151791675,0.0182491576177518,0.0212791485644168,0.0188081504173316,1.0167321244206693,0.0080872029494545,0.0330213410780808,1.128296475396252,0.0116888486702873,5.0,61.84974232506523,62.06372075949216,63.45516262789281,1.1568676904528148,1.0111517211669314,61.13538758307944,62.67955242517653,-0.6149175885422753,0.717712883245845,5.0,502.9868539378246,502.9649931042685,487.5354487039722,13.549777208021458,1.009482686685879,494.42207265828864,511.9877922301996,-0.1343282699438866,8.84064632063837,5.0,158.6663977184939,158.52534432523626,158.86271900151598,1.686660358461033,1.0038361259920987,157.71992991981907,159.49876440130774,0.2737686373183473,0.8671767310895291,5.0,282.6446683807956,281.4831134687334,281.3058165713802,4.794345761348497,1.009819157713738,280.6824096622999,282.9064918000623,3.1986552833815454,1.0016179782095946,5.0,1,,,,,,,,,,,,,,,
6,2016-08-17 15:00:00,0.1149152650744482,0.1158484113428248,0.1314242615557194,0.0091420257936216,1.2076926060718345,0.1084848880094068,0.1213248021268604,-0.1908719272207907,0.0060575441645825,5.0,0.0077917346126201,0.0064227551590268,0.0109783938355987,0.0060608677733652,1.2925470884970327,0.002849708674049,0.0110087596798627,0.8437151004671786,0.0039430246842496,5.0,46.58871784765968,46.57336654560095,47.67765343886948,0.9018835448075349,1.1971518483051884,45.99365336210769,47.26172759112496,0.0457952042894195,0.6516797859171959,5.0,364.5285735666082,364.9195826035573,365.584559130322,7.903384146981573,1.0397562454512042,363.6018323399022,366.02666321543256,0.8459990164122481,1.1686829783572534,5.0,106.51224300758771,106.33825148406883,108.5353602382972,1.1345944282279117,1.3775729950471238,105.6446807366758,107.5021100355554,0.1601104912803908,0.831694938374298,5.0,809.636634459757,814.1774084388495,774.545556950805,21.749888101377916,1.433165082383434,789.9579856294029,827.608567196648,-0.2572718805258608,16.38077619663602,5.0,1,,,,,,,,,,,,,,,
7,2016-08-17 17:00:00,0.0250129217125296,0.0198356132568784,0.0218548437450636,0.020318820788121,1.025362212385357,0.009397019753489,0.0356907215058865,1.2333029298989835,0.0125182563790234,5.0,0.0282452615563434,0.0226601233514244,0.0438951882014868,0.0232327582800112,1.0239442923405495,0.0101114411124576,0.0410208949367632,1.132395643140626,0.0145278623476431,5.0,63.14985263659337,63.21390002016413,62.723892047681055,2.4322723085827413,1.014270579540353,61.599416461556245,64.67023679934368,-0.0647196393099669,1.5315040288585564,5.0,194.71725876661748,193.7659293180536,204.517261617792,18.845807936823554,1.0158964111759428,183.816440583126,204.22158598476275,1.0878778410882353,10.252821248289791,5.0,113.13576824045636,113.18010427777288,112.5782822652545,1.1429446263258796,1.019520963629257,112.25324692475156,114.05331842022032,-0.229916042667165,0.8950992349368647,5.0,711.8515797913038,710.8252689628112,710.8547858664826,6.194031808269649,1.01817800066442,709.9777708935608,711.9351829411297,4.156358102943806,0.9536290750843364,5.0,1,,,,,,,,,,,,,,,
8,2016-08-17 19:00:00,0.0084495081244713,0.0087841982952924,0.0101642227894297,0.0014275053605932,1.0085012182264306,0.0076567137533304,0.0095120086892765,-1.130447632992673,0.0008735187730935,5.0,0.0017451594519125,0.0013972957398839,1.5168229403441258e-05,0.0014055013464731,1.0071651633567396,0.0006777605186902,0.0025129834724167,1.2719201048146385,0.0008600626208346,5.0,21.05066184953547,21.053383200678017,21.05800834844927,0.0606505732858258,1.0059627246472478,21.0436766378468,21.063368818327355,-3.0069272822876605,0.0098729717215846,5.0,338.29064190568243,338.1633359420744,338.527825737814,4.858357957674795,1.013069097193669,337.1838757891839,339.1150563804998,0.0610960716720326,0.9675249764578098,5.0,99.2258527721988,99.00109512395883,99.0032095778454,0.9113769624555011,1.0776981459993236,98.99205299477022,99.01577336146003,4.381823280467943,0.0105299307867028,5.0,1008.4944489808444,1009.404001483494,1014.146911530162,12.006232807083636,1.0402708026848315,1002.674897560354,1015.5412311547328,-1.074678555113463,6.432420455045758,5.0,1,,,,,,,,,,,,,,,
9,2016-08-17 21:00:00,0.0217770509617592,0.0225945306545864,0.0265613728424713,0.0053897198155548,1.4936483301788734,0.0194080314730834,0.0255475503051315,-1.3616756601955704,0.0031432464360888,5.0,0.0059846402233416,0.0047191500107182,0.0039286913801727,0.0047727199862344,1.499998569541299,0.0023472106836617,0.0077782645478579,1.417428444652039,0.0026552812864591,5.0,28.91300527142447,28.85970397137986,29.568651958263235,0.5007011277379193,1.1871045723040516,28.647896446861115,29.28690049486652,-0.2390660455894819,0.3771959808935285,5.0,359.02123818744354,358.90745790869454,358.7491805440638,5.341535898058207,1.106055804738624,358.236835862553,360.74523279111577,-5.258634684259172,1.0467358690937658,5.0,105.49232438054356,105.11270563091202,105.10438137729902,1.641015683175185,1.25014202278596,105.10176515256398,105.13583254991508,4.869786862920583,0.013598389129072,5.0,937.971985630297,939.8801025625544,958.095156588335,19.153454812327688,1.3082819176741798,934.0142128655638,946.3765444258512,-3.436890754520143,6.003844763052712,5.0,1,,,,,,,,,,,,,,,
